"country_code","country_name","income_group","year","indicator_name","gdp"
"LBR","Liberia","Low income (L)",2003,"GDP (current US$)",7.48e+08
"LBY","Libya","Upper middle income (UM)",2003,"GDP (current US$)",26265625000
"LIE","Liechtenstein","High income (H)",2003,"GDP (current US$)",3070691320
"LTU","Lithuania","Upper middle income (UM)",2003,"GDP (current US$)",18802576988
"LUX","Luxembourg","High income (H)",2003,"GDP (current US$)",29557325056
"MAC","Macao SAR, China","High income (H)",2003,"GDP (current US$)",8195033162
"MDG","Madagascar","Low income (L)",2003,"GDP (current US$)",5474030080
"MWI","Malawi","Low income (L)",2003,"GDP (current US$)",3208837077
"MYS","Malaysia","Upper middle income (UM)",2003,"GDP (current US$)",1.10202e+11
"MDV","Maldives","Lower middle income (LM)",2003,"GDP (current US$)",1052121055
"MLI","Mali","Low income (L)",2003,"GDP (current US$)",4703504467
"MLT","Malta","High income (H)",2003,"GDP (current US$)",5456583589
"MHL","Marshall Islands","Lower middle income (LM)",2003,"GDP (current US$)",131398500
"MRT","Mauritania","Low income (L)",2003,"GDP (current US$)",1563074858
"MUS","Mauritius","Upper middle income (UM)",2003,"GDP (current US$)",5816553827
"MEX","Mexico","Upper middle income (UM)",2003,"GDP (current US$)",7.29336e+11
"FSM","Micronesia, Fed. Sts.","Lower middle income (LM)",2003,"GDP (current US$)",245432897.2
"MDA","Moldova","Low income (L)",2003,"GDP (current US$)",1980907435
"MCO","Monaco","High income (H)",2003,"GDP (current US$)",3589126975
"MNG","Mongolia","Low income (L)",2003,"GDP (current US$)",1595297356
"MAR","Morocco","Lower middle income (LM)",2003,"GDP (current US$)",52064058834
"MOZ","Mozambique","Low income (L)",2003,"GDP (current US$)",6254047514
"MMR","Myanmar","Low income (L)",2003,"GDP (current US$)",10467109978
"NAM","Namibia","Lower middle income (LM)",2003,"GDP (current US$)",4811994025
"NPL","Nepal","Low income (L)",2003,"GDP (current US$)",6330473097
"NLD","Netherlands","High income (H)",2003,"GDP (current US$)",5.78792e+11
"NZL","New Zealand","High income (H)",2003,"GDP (current US$)",88250885550
"NIC","Nicaragua","Low income (L)",2003,"GDP (current US$)",5322454926
"NER","Niger","Low income (L)",2003,"GDP (current US$)",2731416346
"NGA","Nigeria","Low income (L)",2003,"GDP (current US$)",1.04912e+11
"MKD","North Macedonia","Lower middle income (LM)",2003,"GDP (current US$)",4946292775
"MNP","Northern Mariana Islands","Upper middle income (UM)",2003,"GDP (current US$)",1.239e+09
"NOR","Norway","High income (H)",2003,"GDP (current US$)",2.28859e+11
"OMN","Oman","Upper middle income (UM)",2003,"GDP (current US$)",21633810143
"PAK","Pakistan","Low income (L)",2003,"GDP (current US$)",83244801093
"PLW","Palau","Upper middle income (UM)",2003,"GDP (current US$)",153761900
"PAN","Panama","Upper middle income (UM)",2003,"GDP (current US$)",13693981200
"PNG","Papua New Guinea","Low income (L)",2003,"GDP (current US$)",3536411824
"PRY","Paraguay","Lower middle income (LM)",2003,"GDP (current US$)",7691367471
"PER","Peru","Lower middle income (LM)",2003,"GDP (current US$)",58731030122
"PHL","Philippines","Lower middle income (LM)",2003,"GDP (current US$)",83908206648
"POL","Poland","Upper middle income (UM)",2003,"GDP (current US$)",2.17513e+11
"PRT","Portugal","High income (H)",2003,"GDP (current US$)",1.64862e+11
"PRI","Puerto Rico","High income (H)",2003,"GDP (current US$)",74827400000
"QAT","Qatar","High income (H)",2003,"GDP (current US$)",23533791209
"ROU","Romania","Lower middle income (LM)",2003,"GDP (current US$)",57806506024
"RUS","Russian Federation","Lower middle income (LM)",2003,"GDP (current US$)",4.30348e+11
"RWA","Rwanda","Low income (L)",2003,"GDP (current US$)",1846198771
"WSM","Samoa","Lower middle income (LM)",2003,"GDP (current US$)",338838639.4
"SMR","San Marino","High income (H)",2003,"GDP (current US$)",1600451467
"STP","São Tomé and Principe","Low income (L)",2003,"GDP (current US$)",102085766.5
"SAU","Saudi Arabia","Upper middle income (UM)",2003,"GDP (current US$)",2.15808e+11
"SEN","Senegal","Low income (L)",2003,"GDP (current US$)",8683229268
"SYC","Seychelles","Upper middle income (UM)",2003,"GDP (current US$)",705704816
"SLE","Sierra Leone","Low income (L)",2003,"GDP (current US$)",1385810072
"SGP","Singapore","High income (H)",2003,"GDP (current US$)",97645448284
"SVK","Slovak Republic","Upper middle income (UM)",2003,"GDP (current US$)",46816589165
"SVN","Slovenia","High income (H)",2003,"GDP (current US$)",29634713063
"SLB","Solomon Islands","Low income (L)",2003,"GDP (current US$)",332738245.9
"ZAF","South Africa","Lower middle income (LM)",2003,"GDP (current US$)",1.75257e+11
"ESP","Spain","High income (H)",2003,"GDP (current US$)",9.05492e+11
"LKA","Sri Lanka","Lower middle income (LM)",2003,"GDP (current US$)",18881765437
"KNA","St. Kitts and Nevis","Upper middle income (UM)",2003,"GDP (current US$)",486344344.3
"LCA","St. Lucia","Upper middle income (UM)",2003,"GDP (current US$)",883314333.3
"VCT","St. Vincent and the Grenadines","Upper middle income (UM)",2003,"GDP (current US$)",481806296.3
"SDN","Sudan","Low income (L)",2003,"GDP (current US$)",17646503525
"SUR","Suriname","Lower middle income (LM)",2003,"GDP (current US$)",1274190311
"SWE","Sweden","High income (H)",2003,"GDP (current US$)",3.32269e+11
"CHE","Switzerland","High income (H)",2003,"GDP (current US$)",3.52915e+11
"SYR","Syrian Arab Republic","Lower middle income (LM)",2003,"GDP (current US$)",21828144686
"TJK","Tajikistan","Low income (L)",2003,"GDP (current US$)",1555301496
"TZA","Tanzania","Low income (L)",2003,"GDP (current US$)",15224257698
"THA","Thailand","Lower middle income (LM)",2003,"GDP (current US$)",1.52281e+11
"TLS","Timor-Leste","Low income (L)",2003,"GDP (current US$)",543315600
"TGO","Togo","Low income (L)",2003,"GDP (current US$)",2111093198
"TON","Tonga","Lower middle income (LM)",2003,"GDP (current US$)",202543202
"TTO","Trinidad and Tobago","Upper middle income (UM)",2003,"GDP (current US$)",11305459802
"TUN","Tunisia","Lower middle income (LM)",2003,"GDP (current US$)",27453084983
"TUR","Turkey","Lower middle income (LM)",2003,"GDP (current US$)",3.11823e+11
"TKM","Turkmenistan","Lower middle income (LM)",2003,"GDP (current US$)",5977560877
"UGA","Uganda","Low income (L)",2003,"GDP (current US$)",6336696289
"UKR","Ukraine","Lower middle income (LM)",2003,"GDP (current US$)",50084197498
"ARE","United Arab Emirates","High income (H)",2003,"GDP (current US$)",1.24346e+11
"GBR","United Kingdom","High income (H)",2003,"GDP (current US$)",2.05302e+12
"USA","United States","High income (H)",2003,"GDP (current US$)",1.14582e+13
"URY","Uruguay","Upper middle income (UM)",2003,"GDP (current US$)",12045631093
"UZB","Uzbekistan","Low income (L)",2003,"GDP (current US$)",10134453435
"VUT","Vanuatu","Lower middle income (LM)",2003,"GDP (current US$)",314463144
"VEN","Venezuela, RB","Upper middle income (UM)",2003,"GDP (current US$)",83620628582
"VNM","Vietnam","Low income (L)",2003,"GDP (current US$)",39552513316
"VIR","Virgin Islands (U.S.)","High income (H)",2003,"GDP (current US$)",3.453e+09
"PSE","West Bank and Gaza","Lower middle income (LM)",2003,"GDP (current US$)",3.968e+09
"YEM","Yemen, Rep.","Low income (L)",2003,"GDP (current US$)",11777966673
"ZMB","Zambia","Low income (L)",2003,"GDP (current US$)",4901839731
"ZWE","Zimbabwe","Low income (L)",2003,"GDP (current US$)",5727591800
"AFG","Afghanistan","Low income (L)",2004,"GDP (current US$)",5226775163
"ALB","Albania","Lower middle income (LM)",2004,"GDP (current US$)",7184681399
"DZA","Algeria","Lower middle income (LM)",2004,"GDP (current US$)",85324767230
"ASM","American Samoa","Upper middle income (UM)",2004,"GDP (current US$)",5.12e+08
"AND","Andorra","High income (H)",2004,"GDP (current US$)",2935659300
"AGO","Angola","Lower middle income (LM)",2004,"GDP (current US$)",23552052408
"ATG","Antigua and Barbuda","Upper middle income (UM)",2004,"GDP (current US$)",919577148.1
"ARG","Argentina","Upper middle income (UM)",2004,"GDP (current US$)",1.64658e+11
"ARM","Armenia","Lower middle income (LM)",2004,"GDP (current US$)",3576615240
"ABW","Aruba","High income (H)",2004,"GDP (current US$)",2228491620
"AUS","Australia","High income (H)",2004,"GDP (current US$)",6.1249e+11
"AUT","Austria","High income (H)",2004,"GDP (current US$)",3.00904e+11
"AZE","Azerbaijan","Lower middle income (LM)",2004,"GDP (current US$)",8680370408
"BHS","Bahamas, The","High income (H)",2004,"GDP (current US$)",9055290000
"BHR","Bahrain","High income (H)",2004,"GDP (current US$)",13150159574
"BGD","Bangladesh","Low income (L)",2004,"GDP (current US$)",65108544250
"BRB","Barbados","Upper middle income (UM)",2004,"GDP (current US$)",3514350000
"BLR","Belarus","Lower middle income (LM)",2004,"GDP (current US$)",23144351852
"BEL","Belgium","High income (H)",2004,"GDP (current US$)",3.68537e+11
"BLZ","Belize","Upper middle income (UM)",2004,"GDP (current US$)",1057845500
"BEN","Benin","Low income (L)",2004,"GDP (current US$)",4521424807
"BMU","Bermuda","High income (H)",2004,"GDP (current US$)",4484703000
"BTN","Bhutan","Low income (L)",2004,"GDP (current US$)",682523857.6
"BOL","Bolivia","Lower middle income (LM)",2004,"GDP (current US$)",8773451739
"BIH","Bosnia and Herzegovina","Lower middle income (LM)",2004,"GDP (current US$)",10596205714
"BWA","Botswana","Upper middle income (UM)",2004,"GDP (current US$)",8957467707
"BRA","Brazil","Lower middle income (LM)",2004,"GDP (current US$)",6.69317e+11
"BRN","Brunei Darussalam","High income (H)",2004,"GDP (current US$)",7872333215
"BGR","Bulgaria","Lower middle income (LM)",2004,"GDP (current US$)",25957970922
"BFA","Burkina Faso","Low income (L)",2004,"GDP (current US$)",4838551100
"BDI","Burundi","Low income (L)",2004,"GDP (current US$)",915257323.4
"CPV","Cabo Verde","Lower middle income (LM)",2004,"GDP (current US$)",924318490.8
"KHM","Cambodia","Low income (L)",2004,"GDP (current US$)",5337833248
"CMR","Cameroon","Low income (L)",2004,"GDP (current US$)",17430933517
"CAN","Canada","High income (H)",2004,"GDP (current US$)",1.0232e+12
"CAF","Central African Republic","Low income (L)",2004,"GDP (current US$)",1270080251
"TCD","Chad","Low income (L)",2004,"GDP (current US$)",4414929220
"CHI","Channel Islands","High income (H)",2004,"GDP (current US$)",8553643354
"CHL","Chile","Upper middle income (UM)",2004,"GDP (current US$)",99210392858
"CHN","China","Lower middle income (LM)",2004,"GDP (current US$)",1.95535e+12
"COL","Colombia","Lower middle income (LM)",2004,"GDP (current US$)",1.17082e+11
"COM","Comoros","Low income (L)",2004,"GDP (current US$)",632570092.2
"COD","Congo, Dem. Rep.","Low income (L)",2004,"GDP (current US$)",10297483481
"COG","Congo, Rep.","Low income (L)",2004,"GDP (current US$)",4648628921
"CRI","Costa Rica","Upper middle income (UM)",2004,"GDP (current US$)",18528955525
"CIV","Côte d'Ivoire","Low income (L)",2004,"GDP (current US$)",16554441847
"HRV","Croatia","Upper middle income (UM)",2004,"GDP (current US$)",41594418574
"CUB","Cuba","Lower middle income (LM)",2004,"GDP (current US$)",3.8203e+10
"CYP","Cyprus","High income (H)",2004,"GDP (current US$)",17320552500
"CZE","Czech Republic","Upper middle income (UM)",2004,"GDP (current US$)",1.19162e+11
"DNK","Denmark","High income (H)",2004,"GDP (current US$)",2.51373e+11
"DJI","Djibouti","Lower middle income (LM)",2004,"GDP (current US$)",666072101.8
"DMA","Dominica","Upper middle income (UM)",2004,"GDP (current US$)",367199111.1
"DOM","Dominican Republic","Lower middle income (LM)",2004,"GDP (current US$)",22692574473
"ECU","Ecuador","Lower middle income (LM)",2004,"GDP (current US$)",36591661000
"EGY","Egypt, Arab Rep.","Lower middle income (LM)",2004,"GDP (current US$)",78845185293
"SLV","El Salvador","Lower middle income (LM)",2004,"GDP (current US$)",13724810900
"GNQ","Equatorial Guinea","Upper middle income (UM)",2004,"GDP (current US$)",4410764339
"ERI","Eritrea","Low income (L)",2004,"GDP (current US$)",1109054005
"EST","Estonia","Upper middle income (UM)",2004,"GDP (current US$)",12144397516
"SWZ","Eswatini","Lower middle income (LM)",2004,"GDP (current US$)",2770082815
"ETH","Ethiopia","Low income (L)",2004,"GDP (current US$)",10131187261
"FRO","Faeroe Islands","High income (H)",2004,"GDP (current US$)",1688237552
"FJI","Fiji","Lower middle income (LM)",2004,"GDP (current US$)",2727507213
"FIN","Finland","High income (H)",2004,"GDP (current US$)",1.97117e+11
"FRA","France","High income (H)",2004,"GDP (current US$)",2.11574e+12
"GAB","Gabon","Upper middle income (UM)",2004,"GDP (current US$)",7756293575
"GMB","Gambia, The","Low income (L)",2004,"GDP (current US$)",961900106.9
"GEO","Georgia","Lower middle income (LM)",2004,"GDP (current US$)",5125365192
"DEU","Germany","High income (H)",2004,"GDP (current US$)",2.80919e+12
"GHA","Ghana","Low income (L)",2004,"GDP (current US$)",8881368538
"GRC","Greece","High income (H)",2004,"GDP (current US$)",2.40521e+11
"GRL","Greenland","High income (H)",2004,"GDP (current US$)",1822486689
"GRD","Grenada","Upper middle income (UM)",2004,"GDP (current US$)",599118592.6
"GUM","Guam","High income (H)",2004,"GDP (current US$)",3.857e+09
"GTM","Guatemala","Lower middle income (LM)",2004,"GDP (current US$)",23965275794
"GIN","Guinea","Low income (L)",2004,"GDP (current US$)",3666349049
"GNB","Guinea-Bissau","Low income (L)",2004,"GDP (current US$)",531109356.2
"GUY","Guyana","Lower middle income (LM)",2004,"GDP (current US$)",787814379.2
"HTI","Haiti","Low income (L)",2004,"GDP (current US$)",3537720277
"HND","Honduras","Lower middle income (LM)",2004,"GDP (current US$)",8772146605
"HKG","Hong Kong SAR, China","High income (H)",2004,"GDP (current US$)",1.691e+11
"HUN","Hungary","Upper middle income (UM)",2004,"GDP (current US$)",1.0396e+11
"ISL","Iceland","High income (H)",2004,"GDP (current US$)",13834751482
"IND","India","Low income (L)",2004,"GDP (current US$)",7.09149e+11
"IDN","Indonesia","Lower middle income (LM)",2004,"GDP (current US$)",2.56837e+11
"IRN","Iran, Islamic Rep.","Lower middle income (LM)",2004,"GDP (current US$)",1.90043e+11
"IRQ","Iraq","Lower middle income (LM)",2004,"GDP (current US$)",36627901762
"IRL","Ireland","High income (H)",2004,"GDP (current US$)",1.93871e+11
"IMN","Isle of Man","High income (H)",2004,"GDP (current US$)",2822358473
"ISR","Israel","High income (H)",2004,"GDP (current US$)",1.35477e+11
"ITA","Italy","High income (H)",2004,"GDP (current US$)",1.80323e+12
"JAM","Jamaica","Lower middle income (LM)",2004,"GDP (current US$)",10150978155
"JPN","Japan","High income (H)",2004,"GDP (current US$)",4.81515e+12
"JOR","Jordan","Lower middle income (LM)",2004,"GDP (current US$)",11571424542
"KAZ","Kazakhstan","Lower middle income (LM)",2004,"GDP (current US$)",43151647003
"KEN","Kenya","Low income (L)",2004,"GDP (current US$)",16095337094
"KIR","Kiribati","Lower middle income (LM)",2004,"GDP (current US$)",102367039.3
"KOR","Korea, Rep.","High income (H)",2004,"GDP (current US$)",7.64881e+11
"KWT","Kuwait","High income (H)",2004,"GDP (current US$)",59439090601
"KGZ","Kyrgyz Republic","Low income (L)",2004,"GDP (current US$)",2211534585
"LAO","Lao PDR","Low income (L)",2004,"GDP (current US$)",2366398120
"LVA","Latvia","Upper middle income (UM)",2004,"GDP (current US$)",14355307662
"LBN","Lebanon","Upper middle income (UM)",2004,"GDP (current US$)",21145518600
"LSO","Lesotho","Low income (L)",2004,"GDP (current US$)",1511236656
"LBR","Liberia","Low income (L)",2004,"GDP (current US$)",8.97e+08
"LBY","Libya","Upper middle income (UM)",2004,"GDP (current US$)",33122307692
"LIE","Liechtenstein","High income (H)",2004,"GDP (current US$)",3454362686
"LTU","Lithuania","Upper middle income (UM)",2004,"GDP (current US$)",22649930576
"LUX","Luxembourg","High income (H)",2004,"GDP (current US$)",34685281848
"MAC","Macao SAR, China","High income (H)",2004,"GDP (current US$)",10585624891
"MDG","Madagascar","Low income (L)",2004,"GDP (current US$)",4363934494
"MWI","Malawi","Low income (L)",2004,"GDP (current US$)",3476094499
"MYS","Malaysia","Upper middle income (UM)",2004,"GDP (current US$)",1.24749e+11
"MDV","Maldives","Lower middle income (LM)",2004,"GDP (current US$)",1226829563
"MLI","Mali","Low income (L)",2004,"GDP (current US$)",5444474268
"MLT","Malta","High income (H)",2004,"GDP (current US$)",6062780269
"MHL","Marshall Islands","Lower middle income (LM)",2004,"GDP (current US$)",133806400
"MRT","Mauritania","Low income (L)",2004,"GDP (current US$)",1833444740
"MUS","Mauritius","Upper middle income (UM)",2004,"GDP (current US$)",6578844486
"MEX","Mexico","Upper middle income (UM)",2004,"GDP (current US$)",7.82241e+11
"FSM","Micronesia, Fed. Sts.","Lower middle income (LM)",2004,"GDP (current US$)",240236020.6
"MDA","Moldova","Low income (L)",2004,"GDP (current US$)",2598249556
"MCO","Monaco","High income (H)",2004,"GDP (current US$)",4110169853
"MNG","Mongolia","Low income (L)",2004,"GDP (current US$)",1992066808
"MAR","Morocco","Lower middle income (LM)",2004,"GDP (current US$)",59626020162
"MOZ","Mozambique","Low income (L)",2004,"GDP (current US$)",7589038160
"MMR","Myanmar","Low income (L)",2004,"GDP (current US$)",10567354056
"NAM","Namibia","Lower middle income (LM)",2004,"GDP (current US$)",6480441754
"NPL","Nepal","Low income (L)",2004,"GDP (current US$)",7273938315
"NLD","Netherlands","High income (H)",2004,"GDP (current US$)",6.57172e+11
"NZL","New Zealand","High income (H)",2004,"GDP (current US$)",1.03905e+11
"NIC","Nicaragua","Low income (L)",2004,"GDP (current US$)",5795568205
"NER","Niger","Low income (L)",2004,"GDP (current US$)",3052898739
"NGA","Nigeria","Low income (L)",2004,"GDP (current US$)",1.36386e+11
"MKD","North Macedonia","Lower middle income (LM)",2004,"GDP (current US$)",5682719260
"MNP","Northern Mariana Islands","Upper middle income (UM)",2004,"GDP (current US$)",1.21e+09
"NOR","Norway","High income (H)",2004,"GDP (current US$)",2.64512e+11
"OMN","Oman","Upper middle income (UM)",2004,"GDP (current US$)",24763589077
"PAK","Pakistan","Low income (L)",2004,"GDP (current US$)",97977766198
"PLW","Palau","Upper middle income (UM)",2004,"GDP (current US$)",164886100
"PAN","Panama","Upper middle income (UM)",2004,"GDP (current US$)",15013381700
"PNG","Papua New Guinea","Low income (L)",2004,"GDP (current US$)",3927157867
"PRY","Paraguay","Lower middle income (LM)",2004,"GDP (current US$)",9624440836
"PER","Peru","Lower middle income (LM)",2004,"GDP (current US$)",66768703498
"PHL","Philippines","Lower middle income (LM)",2004,"GDP (current US$)",91371242495
"POL","Poland","Upper middle income (UM)",2004,"GDP (current US$)",2.55102e+11
"PRT","Portugal","High income (H)",2004,"GDP (current US$)",1.89035e+11
"PRI","Puerto Rico","High income (H)",2004,"GDP (current US$)",80322313000
"QAT","Qatar","High income (H)",2004,"GDP (current US$)",31734065934
"ROU","Romania","Lower middle income (LM)",2004,"GDP (current US$)",74972669057
"RUS","Russian Federation","Upper middle income (UM)",2004,"GDP (current US$)",5.91017e+11
"RWA","Rwanda","Low income (L)",2004,"GDP (current US$)",2088961969
"WSM","Samoa","Lower middle income (LM)",2004,"GDP (current US$)",420320176.4
"SMR","San Marino","High income (H)",2004,"GDP (current US$)",1877328036
"STP","São Tomé and Principe","Low income (L)",2004,"GDP (current US$)",114582285.8
"SAU","Saudi Arabia","High income (H)",2004,"GDP (current US$)",2.58742e+11
"SEN","Senegal","Low income (L)",2004,"GDP (current US$)",10167441854
"SYC","Seychelles","Upper middle income (UM)",2004,"GDP (current US$)",839319927.3
"SLE","Sierra Leone","Low income (L)",2004,"GDP (current US$)",1448536631
"SGP","Singapore","High income (H)",2004,"GDP (current US$)",1.15035e+11
"SVK","Slovak Republic","Upper middle income (UM)",2004,"GDP (current US$)",57332015148
"SVN","Slovenia","High income (H)",2004,"GDP (current US$)",34414784504
"SLB","Solomon Islands","Low income (L)",2004,"GDP (current US$)",375111894.9
"ZAF","South Africa","Upper middle income (UM)",2004,"GDP (current US$)",2.2859e+11
"ESP","Spain","High income (H)",2004,"GDP (current US$)",1.06709e+12
"LKA","Sri Lanka","Lower middle income (LM)",2004,"GDP (current US$)",20662525941
"KNA","St. Kitts and Nevis","Upper middle income (UM)",2004,"GDP (current US$)",529250444.4
"LCA","St. Lucia","Upper middle income (UM)",2004,"GDP (current US$)",954317407.4
"VCT","St. Vincent and the Grenadines","Upper middle income (UM)",2004,"GDP (current US$)",521975111.1
"SDN","Sudan","Low income (L)",2004,"GDP (current US$)",21457470203
"SUR","Suriname","Lower middle income (LM)",2004,"GDP (current US$)",1484092538
"SWE","Sweden","High income (H)",2004,"GDP (current US$)",3.82624e+11
"CHE","Switzerland","High income (H)",2004,"GDP (current US$)",3.94164e+11
"SYR","Syrian Arab Republic","Lower middle income (LM)",2004,"GDP (current US$)",25086930693
"TJK","Tajikistan","Low income (L)",2004,"GDP (current US$)",2076182461
"TZA","Tanzania","Low income (L)",2004,"GDP (current US$)",16675948415
"THA","Thailand","Lower middle income (LM)",2004,"GDP (current US$)",1.72895e+11
"TLS","Timor-Leste","Low income (L)",2004,"GDP (current US$)",1078373700
"TGO","Togo","Low income (L)",2004,"GDP (current US$)",2255942249
"TON","Tonga","Lower middle income (LM)",2004,"GDP (current US$)",229358214.8
"TTO","Trinidad and Tobago","Upper middle income (UM)",2004,"GDP (current US$)",13280275123
"TUN","Tunisia","Lower middle income (LM)",2004,"GDP (current US$)",31183139301
"TUR","Turkey","Upper middle income (UM)",2004,"GDP (current US$)",4.04787e+11
"TKM","Turkmenistan","Lower middle income (LM)",2004,"GDP (current US$)",6838351088
"UGA","Uganda","Low income (L)",2004,"GDP (current US$)",7940362799
"UKR","Ukraine","Lower middle income (LM)",2004,"GDP (current US$)",64819702952
"ARE","United Arab Emirates","High income (H)",2004,"GDP (current US$)",1.47824e+11
"GBR","United Kingdom","High income (H)",2004,"GDP (current US$)",2.41693e+12
"USA","United States","High income (H)",2004,"GDP (current US$)",1.22137e+13
"URY","Uruguay","Upper middle income (UM)",2004,"GDP (current US$)",13686329890
"UZB","Uzbekistan","Low income (L)",2004,"GDP (current US$)",12030023548
"VUT","Vanuatu","Lower middle income (LM)",2004,"GDP (current US$)",364996869.1
"VEN","Venezuela, RB","Upper middle income (UM)",2004,"GDP (current US$)",1.12453e+11
"VNM","Vietnam","Low income (L)",2004,"GDP (current US$)",45427854693
"VIR","Virgin Islands (U.S.)","High income (H)",2004,"GDP (current US$)",3.799e+09
"PSE","West Bank and Gaza","Lower middle income (LM)",2004,"GDP (current US$)",4329200000
"YEM","Yemen, Rep.","Low income (L)",2004,"GDP (current US$)",13872791659
"ZMB","Zambia","Low income (L)",2004,"GDP (current US$)",6221077675
"ZWE","Zimbabwe","Low income (L)",2004,"GDP (current US$)",5805598400
"AFG","Afghanistan","Low income (L)",2005,"GDP (current US$)",6209140044
"ALB","Albania","Lower middle income (LM)",2005,"GDP (current US$)",8052075642
"DZA","Algeria","Lower middle income (LM)",2005,"GDP (current US$)",1.03198e+11
"ASM","American Samoa","Upper middle income (UM)",2005,"GDP (current US$)",5.03e+08
"AND","Andorra","High income (H)",2005,"GDP (current US$)",3255789081
"AGO","Angola","Lower middle income (LM)",2005,"GDP (current US$)",36970918699
"ATG","Antigua and Barbuda","High income (H)",2005,"GDP (current US$)",1022191296
"ARG","Argentina","Upper middle income (UM)",2005,"GDP (current US$)",1.98737e+11
"ARM","Armenia","Lower middle income (LM)",2005,"GDP (current US$)",4900469950
"ABW","Aruba","High income (H)",2005,"GDP (current US$)",2330726257
"AUS","Australia","High income (H)",2005,"GDP (current US$)",6.93408e+11
"AUT","Austria","High income (H)",2005,"GDP (current US$)",3.15974e+11
"AZE","Azerbaijan","Lower middle income (LM)",2005,"GDP (current US$)",13245716099
"BHS","Bahamas, The","High income (H)",2005,"GDP (current US$)",9836200000
"BHR","Bahrain","High income (H)",2005,"GDP (current US$)",15968723404
"BGD","Bangladesh","Low income (L)",2005,"GDP (current US$)",69442943089
"BRB","Barbados","Upper middle income (UM)",2005,"GDP (current US$)",3897300000
"BLR","Belarus","Lower middle income (LM)",2005,"GDP (current US$)",30207567317
"BEL","Belgium","High income (H)",2005,"GDP (current US$)",3.85571e+11
"BLZ","Belize","Upper middle income (UM)",2005,"GDP (current US$)",1114202700
"BEN","Benin","Low income (L)",2005,"GDP (current US$)",4803702821
"BMU","Bermuda","High income (H)",2005,"GDP (current US$)",4868136000
"BTN","Bhutan","Low income (L)",2005,"GDP (current US$)",796938119.7
"BOL","Bolivia","Lower middle income (LM)",2005,"GDP (current US$)",9549077869
"BIH","Bosnia and Herzegovina","Lower middle income (LM)",2005,"GDP (current US$)",11222953519
"BWA","Botswana","Upper middle income (UM)",2005,"GDP (current US$)",9931134941
"BRA","Brazil","Lower middle income (LM)",2005,"GDP (current US$)",8.9163e+11
"BRN","Brunei Darussalam","High income (H)",2005,"GDP (current US$)",9531402848
"BGR","Bulgaria","Lower middle income (LM)",2005,"GDP (current US$)",29636617750
"BFA","Burkina Faso","Low income (L)",2005,"GDP (current US$)",5462709498
"BDI","Burundi","Low income (L)",2005,"GDP (current US$)",1117113046
"CPV","Cabo Verde","Lower middle income (LM)",2005,"GDP (current US$)",971977088.2
"KHM","Cambodia","Low income (L)",2005,"GDP (current US$)",6293046162
"CMR","Cameroon","Lower middle income (LM)",2005,"GDP (current US$)",17944084201
"CAN","Canada","High income (H)",2005,"GDP (current US$)",1.16936e+12
"CYM","Cayman Islands","High income (H)",2005,"GDP (current US$)",2315972639
"CAF","Central African Republic","Low income (L)",2005,"GDP (current US$)",1337362392
"TCD","Chad","Low income (L)",2005,"GDP (current US$)",6646663561
"CHI","Channel Islands","High income (H)",2005,"GDP (current US$)",8827272727
"CHL","Chile","Upper middle income (UM)",2005,"GDP (current US$)",1.22965e+11
"CHN","China","Lower middle income (LM)",2005,"GDP (current US$)",2.28597e+12
"COL","Colombia","Lower middle income (LM)",2005,"GDP (current US$)",1.45181e+11
"COM","Comoros","Low income (L)",2005,"GDP (current US$)",653584808.7
"COD","Congo, Dem. Rep.","Low income (L)",2005,"GDP (current US$)",11964484668
"COG","Congo, Rep.","Lower middle income (LM)",2005,"GDP (current US$)",6087003176
"CRI","Costa Rica","Upper middle income (UM)",2005,"GDP (current US$)",19948261084
"CIV","Côte d'Ivoire","Low income (L)",2005,"GDP (current US$)",17084928927
"HRV","Croatia","Upper middle income (UM)",2005,"GDP (current US$)",45386757883
"CUB","Cuba","Lower middle income (LM)",2005,"GDP (current US$)",42643836100
"CYP","Cyprus","High income (H)",2005,"GDP (current US$)",18433411267
"CZE","Czech Republic","Upper middle income (UM)",2005,"GDP (current US$)",1.36281e+11
"DNK","Denmark","High income (H)",2005,"GDP (current US$)",2.64467e+11
"DJI","Djibouti","Lower middle income (LM)",2005,"GDP (current US$)",708633194.7
"DMA","Dominica","Upper middle income (UM)",2005,"GDP (current US$)",364255074.1
"DOM","Dominican Republic","Lower middle income (LM)",2005,"GDP (current US$)",36119047252
"ECU","Ecuador","Lower middle income (LM)",2005,"GDP (current US$)",41507085000
"EGY","Egypt, Arab Rep.","Lower middle income (LM)",2005,"GDP (current US$)",89685725230
"SLV","El Salvador","Lower middle income (LM)",2005,"GDP (current US$)",14698001400
"GNQ","Equatorial Guinea","Upper middle income (UM)",2005,"GDP (current US$)",8217369093
"ERI","Eritrea","Low income (L)",2005,"GDP (current US$)",1098425901
"EST","Estonia","Upper middle income (UM)",2005,"GDP (current US$)",14098326328
"SWZ","Eswatini","Lower middle income (LM)",2005,"GDP (current US$)",3178126548
"ETH","Ethiopia","Low income (L)",2005,"GDP (current US$)",12401139454
"FRO","Faeroe Islands","High income (H)",2005,"GDP (current US$)",1727792693
"FJI","Fiji","Lower middle income (LM)",2005,"GDP (current US$)",3006725015
